;day;hour;minute;fail_fee;amount;3D_secured;enc_PSP;enc_card;enc_weekday;current_number_of_try
28345;2;22;23;1,0;170;0;3;1;2;2
27652;2;6;24;1,0;447;0;3;1;2;1
23313;28;10;51;2,0;276;0;1;2;1;1
44723;21;16;52;2,0;251;0;1;1;4;1
14349;16;11;27;1,0;38;0;3;1;6;2
15519;17;21;21;0,5;35;0;2;1;4;1
4774;5;6;2;0,5;291;0;2;1;2;2
36058;11;6;53;1,0;390;0;3;1;1;1
3874;4;7;58;1,0;149;0;3;1;0;2
18699;22;4;35;1,0;308;1;3;1;5;1
24823;30;4;38;0,5;165;0;2;1;6;3
23820;29;1;20;1,0;342;0;3;1;5;6
6285;7;3;5;1,0;293;1;3;1;1;1
35715;10;20;43;2,0;111;0;1;2;3;1
8509;9;9;23;0,5;154;0;2;0;6;1
12684;14;14;54;2,0;110;0;1;1;1;1
25638;31;5;6;1,0;47;0;3;1;4;1
7570;8;10;9;1,0;195;0;3;1;5;2
31751;6;6;30;0,5;239;0;2;1;6;1
25922;31;13;39;2,0;143;0;1;1;4;1
35911;11;2;48;5,0;194;0;0;1;1;1
10455;11;12;47;0,5;73;0;2;1;0;1
7889;8;17;23;1,0;202;0;3;1;5;1
48160;26;9;31;1,0;207;0;3;1;5;3
6419;7;6;20;1,0;97;0;3;0;1;2
22664;27;11;53;0,5;17;1;2;0;3;1
19884;23;14;21;1,0;118;0;3;2;6;2
36928;12;4;8;1,0;9;0;3;1;5;1
41684;18;1;52;1,0;183;0;3;2;1;3
8422;9;7;10;2,0;230;0;1;1;6;1
23407;28;13;9;1,0;231;1;3;2;1;1
23315;28;10;53;0,5;30;0;2;0;1;1
40891;16;21;6;1,0;262;1;3;2;2;1
5337;5;21;46;0,5;152;0;2;0;2;1
20071;23;19;53;1,0;421;0;3;0;6;1
47408;25;12;11;2,0;22;0;1;1;1;1
1805;2;11;54;1,0;164;0;3;1;6;3
9177;10;2;43;0,5;381;0;2;1;4;6
27864;2;12;14;1,0;222;0;3;2;2;1
33321;7;20;22;1,0;227;0;3;1;4;2
6249;7;2;9;1,0;236;0;3;2;1;3
32831;7;7;42;1,0;486;0;3;1;4;1
8591;9;11;15;1,0;202;0;3;1;6;1
12133;13;22;41;0,5;401;1;2;1;3;4
35581;10;16;15;1,0;271;0;3;1;3;1
11234;12;11;42;1,0;379;0;3;1;2;3
34863;9;14;47;0,5;397;1;2;2;2;1
47951;26;4;3;2,0;464;0;1;0;5;2
42238;18;17;27;1,0;95;0;3;1;1;1
12519;14;9;53;5,0;123;0;0;2;1;2
45813;23;5;27;1,0;212;0;3;1;2;3
15877;18;9;33;1,0;233;1;3;1;0;2
23975;29;5;15;2,0;426;0;1;2;5;1
42419;18;22;41;1,0;377;0;3;1;1;2
29246;3;21;55;1,0;143;0;3;0;3;5
2127;2;18;36;2,0;186;0;1;2;6;1
8051;8;21;31;1,0;172;0;3;2;5;1
30384;4;23;10;2,0;233;1;1;1;1;1
2572;3;3;17;1,0;6;0;3;1;4;3
7934;8;18;24;2,0;356;0;1;2;5;1
18244;21;16;20;1,0;106;0;3;0;1;1
41904;18;8;11;1,0;166;0;3;1;1;2
8151;8;23;48;1,0;320;0;3;1;5;1
18436;21;20;47;0,5;249;1;2;1;1;1
14844;17;0;55;1,0;302;1;3;0;4;2
47014;25;1;22;0,5;412;0;2;1;1;3
47595;25;17;55;1,0;213;0;3;0;1;1
28759;3;9;44;1,0;168;0;3;2;3;1
8146;8;23;44;0,5;136;0;2;0;5;3
21940;26;8;20;1,0;42;0;3;0;2;1
5168;5;16;34;2,0;360;0;1;0;2;1
7178;8;0;47;1,0;279;0;3;1;5;1
4184;4;15;30;1,0;211;1;3;0;0;3
26150;31;20;37;2,0;192;0;1;1;4;2
27908;2;13;12;0,5;58;0;2;0;2;1
12493;14;9;20;1,0;165;0;3;0;1;6
10721;11;20;30;1,0;299;0;3;0;0;1
25508;31;1;6;1,0;149;1;3;0;4;3
35107;9;22;29;1,0;318;0;3;1;2;1
24023;29;6;55;1,0;170;0;3;1;5;1
49035;27;9;57;1,0;220;0;3;1;6;2
25245;30;17;14;1,0;421;0;3;1;6;2
21155;25;4;29;1,0;301;0;3;1;0;1
48247;26;11;28;1,0;132;0;3;1;5;1
18860;22;8;22;1,0;121;1;3;1;5;1
27533;2;3;37;0,5;201;0;2;0;2;2
30401;4;23;31;1,0;302;0;3;1;1;4
9252;10;4;38;1,0;196;1;3;1;4;1
47491;25;14;48;1,0;182;0;3;1;1;1
27367;1;23;51;2,0;79;1;1;0;0;1
23598;28;18;51;5,0;214;1;0;1;1;1
11935;13;14;1;1,0;113;1;3;1;3;1
33072;7;13;57;5,0;208;0;0;1;4;4
24347;29;15;50;1,0;177;0;3;2;5;4
40124;15;20;49;5,0;407;0;0;0;0;1
8432;9;7;32;1,0;268;0;3;1;6;1
31375;5;21;24;2,0;218;0;1;1;5;1
355;1;7;13;0,5;267;0;2;1;5;4
14106;16;4;29;1,0;179;1;3;1;6;1
42221;18;17;2;0,5;228;0;2;0;1;4
37877;13;4;7;2,0;100;0;1;2;6;1
43491;20;6;6;2,0;212;0;1;1;6;1
21027;25;0;47;1,0;310;0;3;2;0;1
41626;18;0;30;1,0;135;1;3;2;1;3
29869;4;11;59;0,5;72;0;2;1;1;3
35594;10;16;40;0,5;176;0;2;2;3;1
35492;10;12;48;0,5;213;0;2;1;3;1
7011;7;20;49;1,0;119;1;3;1;1;1
41911;18;8;25;1,0;90;0;3;1;1;1
42165;18;15;25;1,0;71;0;3;1;1;1
29225;3;21;22;2,0;245;0;1;1;3;2
49895;28;11;16;1,0;242;1;3;1;4;4
8395;9;6;4;1,0;93;0;3;1;6;3
10356;11;9;25;2,0;188;1;1;1;0;4
43067;19;16;48;1,0;270;0;3;1;5;2
30389;4;23;19;0,5;218;0;2;1;1;2
8979;9;21;39;0,5;226;1;2;1;6;3
20385;24;4;58;1,0;151;1;3;1;4;2
31697;6;5;3;2,0;118;0;1;1;6;1
17442;20;13;32;1,0;234;0;3;1;3;2
10836;11;23;49;1,0;221;0;3;2;0;2
32445;6;22;41;0,5;223;1;2;1;6;2
34026;8;14;27;1,0;24;0;3;0;0;1
9090;10;0;31;1,0;209;0;3;1;4;4
49969;28;13;7;5,0;194;1;0;1;4;1
26980;1;15;44;1,0;274;1;3;1;0;2
21240;25;7;25;1,0;274;0;3;1;0;2
33485;8;0;4;1,0;100;1;3;1;0;1
7898;8;17;34;1,0;329;1;3;1;5;1
44650;21;14;47;1,0;361;0;3;1;4;1
36498;11;17;24;5,0;402;0;0;1;1;1
6126;6;23;3;1,0;113;0;3;2;3;2
8459;9;8;19;1,0;284;0;3;1;6;1
45848;23;6;29;2,0;147;0;1;1;2;1
30130;4;17;28;0,5;257;0;2;1;1;5
42619;19;4;26;2,0;134;0;1;1;5;1
48114;26;8;27;1,0;191;1;3;1;5;2
14445;16;14;6;2,0;131;0;1;1;6;2
25419;30;22;31;1,0;259;0;3;1;6;1
35148;9;23;59;0,5;330;0;2;1;2;2
25812;31;9;54;1,0;276;0;3;1;4;2
12013;13;17;7;1,0;204;1;3;2;3;1
5786;6;11;34;2,0;163;0;1;1;3;1
16642;19;9;51;1,0;42;0;3;2;2;1
22303;26;22;2;0,5;78;0;2;1;2;1
28473;3;1;47;1,0;212;1;3;1;3;2
18899;22;9;44;2,0;289;0;1;1;5;3
7204;8;1;14;5,0;33;1;0;1;5;1
23553;28;17;7;2,0;86;0;1;0;1;3
38366;13;16;35;1,0;196;0;3;2;6;2
29664;4;7;28;1,0;263;0;3;0;1;1
31224;5;17;47;0,5;290;0;2;1;5;6
19916;23;15;11;0,5;191;0;2;0;6;1
32251;6;18;24;1,0;205;0;3;1;6;1
25652;31;5;32;1,0;272;0;3;0;4;1
36333;11;13;8;1,0;82;0;3;2;1;1
20023;23;18;30;1,0;111;0;3;2;6;2
14236;16;8;31;0,5;138;0;2;1;6;1
6909;7;18;48;1,0;152;1;3;1;1;1
17265;20;7;20;0,5;214;0;2;0;3;1
43915;20;18;14;1,0;157;0;3;1;6;3
27291;1;22;27;2,0;172;0;1;1;0;1
39161;14;16;20;1,0;198;0;3;1;4;1
41172;17;8;14;1,0;261;1;3;1;3;1
9154;10;2;7;0,5;399;0;2;2;4;2
7979;8;19;40;1,0;146;0;3;1;5;2
10925;12;2;27;0,5;39;0;2;1;2;2
26992;1;15;53;1,0;385;1;3;0;0;1
41845;18;6;29;1,0;236;0;3;1;1;1
21156;25;4;30;2,0;301;0;1;1;0;2
47900;26;2;19;1,0;278;0;3;1;5;4
40431;16;6;59;1,0;36;0;3;0;2;1
7171;8;0;41;1,0;68;1;3;1;5;1
575;1;10;55;0,5;175;1;2;1;5;4
7348;8;4;57;0,5;159;0;2;1;5;2
20635;24;12;40;2,0;143;0;1;1;4;1
34601;9;6;21;0,5;98;0;2;2;2;2
25026;30;10;49;1,0;99;0;3;0;6;1
34900;9;16;4;1,0;148;0;3;1;2;4
31164;5;16;37;1,0;121;0;3;2;5;2
15895;18;10;17;0,5;214;0;2;2;0;1
6906;7;18;41;1,0;65;0;3;0;1;2
36582;11;19;28;0,5;322;0;2;1;1;1
9707;10;17;21;0,5;74;0;2;1;4;1
39157;14;16;17;5,0;204;0;0;1;4;1
18900;22;9;46;1,0;142;0;3;2;5;1
10088;11;2;25;5,0;44;0;0;0;0;1
18003;21;9;12;0,5;38;0;2;2;1;3
35430;10;10;36;2,0;364;0;1;0;3;1
4209;4;16;13;1,0;293;0;3;1;0;2
46068;23;14;3;1,0;259;0;3;2;2;1
22514;27;5;40;1,0;257;0;3;0;3;1
40557;16;10;58;1,0;286;0;3;2;2;1
26827;1;12;22;0,5;241;1;2;1;0;3
39545;15;3;47;5,0;91;1;0;2;0;1
28107;2;17;8;2,0;160;0;1;1;2;2
36908;12;3;41;1,0;230;0;3;1;5;1
12709;14;15;49;1,0;232;0;3;1;1;1
47084;25;3;24;5,0;98;1;0;2;1;1
99;1;1;44;1,0;228;0;3;0;5;1
7859;8;16;37;1,0;276;1;3;0;5;1
30189;4;18;39;1,0;190;0;3;1;1;1
28385;2;23;8;1,0;137;1;3;0;2;2
27760;2;9;37;2,0;341;0;1;1;2;1
30252;4;20;18;1,0;117;0;3;1;1;2
46051;23;13;31;0,5;287;0;2;1;2;1
3903;4;8;35;1,0;188;0;3;1;0;1
47478;25;14;33;1,0;273;0;3;1;1;2
31586;6;2;19;1,0;128;1;3;1;6;2
47968;26;4;33;0,5;34;0;2;1;5;1
14243;16;8;38;1,0;355;0;3;1;6;1
35156;10;0;12;1,0;197;0;3;2;3;1
35977;11;4;44;0,5;271;0;2;2;1;2
9295;10;6;14;2,0;70;0;1;1;4;1
27104;1;18;11;0,5;341;0;2;2;0;1
47530;25;15;51;1,0;319;0;3;1;1;1
40119;15;20;36;0,5;215;0;2;2;0;1
6867;7;17;51;1,0;216;0;3;1;1;7
44003;20;20;37;1,0;191;0;3;1;6;2
33360;7;21;12;5,0;484;0;0;1;4;3
9193;10;3;3;0,5;230;0;2;2;4;2
5658;6;7;51;1,0;83;0;3;1;3;1
10470;11;13;9;0,5;245;0;2;1;0;1
22630;27;10;30;1,0;392;1;3;0;3;1
3787;4;6;4;0,5;174;1;2;2;0;1
4688;5;3;44;1,0;159;0;3;1;2;1
37440;12;17;42;1,0;127;0;3;0;5;2
31387;5;21;46;1,0;101;0;3;2;5;2
3966;4;10;2;2,0;208;0;1;0;0;1
37720;13;0;13;5,0;389;0;0;2;6;2
43210;19;21;41;0,5;86;1;2;1;5;4
14654;16;20;0;1,0;293;0;3;1;6;2
46190;23;17;48;2,0;178;0;1;0;2;1
38887;14;7;11;1,0;233;0;3;1;4;3
49123;27;12;29;1,0;263;0;3;0;6;1
13445;15;10;5;0,5;303;0;2;2;5;1
9153;10;2;7;1,0;399;0;3;2;4;1
33774;8;7;4;2,0;268;0;1;1;0;1
18644;22;2;50;1,0;306;0;3;2;5;1
34945;9;17;29;1,0;185;0;3;0;2;1
32227;6;17;45;0,5;293;0;2;1;6;1
19328;22;22;18;1,0;183;0;3;1;5;1
39119;14;14;30;0,5;151;0;2;2;4;1
35254;10;3;42;0,5;88;1;2;2;3;3
15710;18;3;34;5,0;77;0;0;2;0;1
27557;2;4;17;1,0;199;0;3;1;2;1
20629;24;12;30;1,0;282;0;3;0;4;1
40126;15;20;53;1,0;279;0;3;1;0;1
38510;13;20;29;1,0;270;1;3;2;6;3
49391;27;20;19;1,0;253;0;3;1;6;1
44718;21;16;44;5,0;331;0;0;1;4;1
35640;10;17;50;1,0;49;0;3;1;3;1
42922;19;12;59;1,0;272;0;3;1;5;1
8866;9;18;47;1,0;222;1;3;1;6;2
5477;6;1;46;1,0;46;0;3;2;3;1
40834;16;19;21;1,0;140;0;3;1;2;1
43876;20;16;57;1,0;208;0;3;0;6;2
49645;28;3;24;0,5;173;0;2;1;4;5
46150;23;16;29;1,0;248;0;3;1;2;2
32071;6;13;41;0,5;235;0;2;1;6;2
17512;20;16;54;0,5;360;0;2;0;3;1
14324;16;10;33;1,0;358;0;3;2;6;2
46009;23;12;1;2,0;165;0;1;1;2;2
42162;18;15;23;0,5;255;0;2;1;1;1
42957;19;13;53;1,0;351;1;3;1;5;2
35586;10;16;23;1,0;132;0;3;1;3;1
18306;21;17;42;1,0;164;0;3;0;1;2
49851;28;9;46;0,5;36;0;2;1;4;2
43211;19;21;43;1,0;168;0;3;1;5;1
47134;25;4;44;1,0;138;0;3;1;1;1
20235;24;0;48;1,0;202;0;3;1;4;2
48835;27;3;41;1,0;334;0;3;0;6;1
25290;30;18;32;2,0;319;0;1;1;6;3
14483;16;15;7;1,0;141;0;3;2;6;4
11339;12;15;21;1,0;253;0;3;0;2;2
24797;30;3;58;1,0;327;0;3;2;6;1
21897;26;7;3;1,0;226;0;3;1;2;1
45683;23;1;19;1,0;62;0;3;1;2;2
2256;2;21;5;2,0;186;1;1;1;6;1
43330;20;1;24;0,5;262;1;2;1;6;1
10710;11;20;20;0,5;328;0;2;1;0;2
14020;16;1;49;1,0;184;1;3;1;6;1
12430;14;7;55;0,5;217;0;2;2;1;4
27942;2;13;48;1,0;165;0;3;1;2;2
37127;12;9;15;0,5;182;1;2;2;5;3
30642;5;4;50;1,0;213;0;3;2;5;4
2948;3;11;2;1,0;258;1;3;2;4;2
18034;21;9;55;2,0;186;0;1;1;1;2
20916;24;21;32;1,0;152;1;3;2;4;1
26060;31;17;46;0,5;122;1;2;1;4;1
49172;27;13;47;1,0;188;1;3;1;6;2
42618;19;4;24;2,0;137;0;1;1;5;2
25740;31;7;53;1,0;132;0;3;1;4;1
32410;6;21;53;2,0;46;1;1;1;6;2
31557;6;1;39;0,5;54;0;2;1;6;1
47096;25;3;45;1,0;278;0;3;1;1;3
29421;4;2;21;1,0;283;0;3;1;1;3
8462;9;8;20;1,0;284;0;3;1;6;4
44969;22;1;2;0,5;157;0;2;2;0;1
7924;8;18;14;1,0;277;1;3;0;5;1
42684;19;6;13;2,0;228;0;1;1;5;1
29522;4;4;27;0,5;181;0;2;1;1;1
16627;19;9;19;1,0;71;0;3;0;2;3
41792;18;5;6;0,5;80;0;2;0;1;1
48008;26;5;34;0,5;142;1;2;0;5;1
42507;19;1;14;0,5;52;1;2;2;5;1
34647;9;7;59;0,5;137;1;2;0;2;1
7872;8;16;51;0,5;260;0;2;0;5;1
26668;1;9;2;0,5;273;0;2;2;0;3
30465;5;1;33;5,0;249;1;0;0;5;3
10594;11;16;47;1,0;78;0;3;1;0;4
35540;10;14;31;0,5;183;1;2;0;3;2
3989;4;10;34;2,0;288;0;1;2;0;3
28866;3;12;21;1,0;251;0;3;1;3;2
46517;24;5;14;0,5;221;0;2;1;3;4
46603;24;9;6;1,0;144;0;3;1;3;1
21048;25;1;12;0,5;119;0;2;1;0;1
10887;12;1;14;1,0;145;0;3;1;2;2
20072;23;19;53;2,0;421;0;1;0;6;2
34132;8;17;19;2,0;192;1;1;1;0;4
22602;27;8;59;1,0;47;0;3;2;3;1
26429;1;3;28;1,0;156;1;3;1;0;4
13772;15;18;51;5,0;322;0;0;1;5;3
48455;26;17;19;2,0;253;0;1;2;5;1
5416;5;23;50;1,0;353;0;3;1;2;3
19292;22;21;11;1,0;105;1;3;0;5;1
19678;23;8;47;0,5;227;1;2;2;6;1
25732;31;7;36;1,0;312;0;3;0;4;1
47560;25;16;53;1,0;212;0;3;1;1;1
14422;16;13;40;2,0;333;0;1;0;6;1
7495;8;8;41;2,0;13;0;1;1;5;1
7022;7;20;58;0,5;41;0;2;1;1;2
12221;14;1;29;1,0;269;0;3;1;1;1
7103;7;23;0;1,0;287;0;3;1;1;2
30646;5;5;4;2,0;183;0;1;0;5;1
3496;3;23;11;1,0;264;1;3;1;4;1
15406;17;17;1;1,0;141;0;3;1;4;3
18833;22;7;40;0,5;16;0;2;1;5;2
14882;17;1;58;2,0;186;0;1;2;4;1
44821;21;20;2;0,5;58;0;2;1;4;3
38389;13;17;3;1,0;330;0;3;1;6;3
18779;22;6;41;2,0;184;0;1;1;5;2
17191;20;4;39;2,0;249;1;1;2;3;1
5547;6;4;17;5,0;102;0;0;1;3;2
31168;5;16;39;1,0;121;0;3;2;5;6
46235;23;19;19;0,5;254;0;2;1;2;2
45219;22;9;23;2,0;151;0;1;1;0;1
32905;7;9;29;1,0;195;0;3;1;4;3
5514;6;2;45;0,5;177;0;2;0;3;2
39907;15;15;1;0,5;181;0;2;2;0;4
1873;2;13;14;1,0;211;0;3;0;6;1
3637;4;2;30;5,0;119;0;0;1;0;2
31424;5;22;42;1,0;301;0;3;1;5;2
45772;23;4;1;0,5;138;0;2;1;2;1
48586;26;21;2;2,0;169;0;1;0;5;1
34022;8;14;21;1,0;183;0;3;1;0;1
28632;3;5;59;1,0;244;0;3;1;3;1
39759;15;10;39;1,0;186;1;3;1;0;1
34082;8;16;5;0,5;100;0;2;1;0;3
21908;26;7;28;2,0;155;0;1;1;2;1
48054;26;6;49;2,0;227;0;1;1;5;1
5317;5;21;16;0,5;138;0;2;0;2;1
21887;26;6;31;0,5;320;0;2;1;2;1
29514;4;4;16;2,0;292;0;1;1;1;2
18920;22;10;26;0,5;24;0;2;1;5;1
39878;15;14;8;0,5;62;0;2;1;0;2
4716;5;4;23;1,0;150;0;3;1;2;2
23923;29;4;3;1,0;197;1;3;2;5;1
5472;6;1;38;5,0;116;0;0;2;3;1
14615;16;19;6;0,5;35;1;2;0;6;4
42731;19;7;36;1,0;45;1;3;0;5;1
7917;8;18;2;0,5;186;0;2;1;5;2
41764;18;4;20;1,0;90;0;3;2;1;1
38502;13;20;16;0,5;22;0;2;1;6;1
35562;10;15;29;1,0;167;1;3;2;3;1
10174;11;4;43;1,0;235;1;3;1;0;1
30202;4;19;7;5,0;196;0;0;1;1;1
44628;21;14;6;0,5;244;0;2;1;4;1
44214;21;2;8;1,0;315;0;3;2;4;3
37221;12;12;6;0,5;119;1;2;2;5;1
270;1;5;10;0,5;232;0;2;2;5;2
33877;8;10;0;1,0;212;1;3;2;0;2
24270;29;13;51;0,5;72;0;2;1;5;1
27417;2;0;59;2,0;32;0;1;2;2;3
43205;19;21;29;1,0;132;0;3;1;5;3
26459;1;4;8;1,0;86;0;3;0;0;3
42532;19;2;5;0,5;272;0;2;1;5;2
26306;1;0;51;1,0;206;0;3;1;0;3
33890;8;10;28;1,0;169;0;3;0;0;4
49359;27;19;17;5,0;217;0;0;1;6;1
21081;25;2;11;1,0;241;0;3;1;0;1
6455;7;7;17;2,0;333;1;1;0;1;2
13402;15;8;59;1,0;331;0;3;0;5;2
1923;2;14;8;0,5;58;1;2;1;6;1
11510;12;21;22;1,0;261;0;3;1;2;3
49819;28;8;34;1,0;403;0;3;1;4;1
10642;11;18;27;1,0;131;0;3;0;0;2
33878;8;10;1;1,0;212;1;3;2;0;1
18319;21;18;1;1,0;180;0;3;1;1;2
23514;28;15;52;1,0;320;0;3;1;1;1
4109;4;13;47;0,5;202;0;2;1;0;1
14723;16;21;29;0,5;99;1;2;1;6;3
27941;2;13;48;0,5;165;0;2;1;2;1
32909;7;9;38;0,5;303;0;2;1;4;1
8213;9;1;16;5,0;172;0;0;2;6;1
24986;30;9;50;5,0;121;0;0;1;6;1
25501;31;1;1;1,0;111;0;3;1;4;1
35511;10;13;33;1,0;262;0;3;1;3;1
43683;20;11;51;0,5;31;0;2;2;6;1
8292;9;3;37;1,0;242;0;3;2;6;2
30876;5;10;22;1,0;181;0;3;1;5;1
29818;4;11;1;1,0;223;1;3;2;1;1
6436;7;6;43;1,0;123;1;3;2;1;1
43736;20;13;15;1,0;164;1;3;1;6;4
45041;22;3;13;0,5;66;0;2;1;0;2
4121;4;14;1;2,0;120;0;1;2;0;1
47169;25;5;35;1,0;232;0;3;0;1;1
14647;16;19;51;0,5;309;0;2;2;6;1
7075;7;22;9;2,0;227;0;1;1;1;2
2033;2;16;34;1,0;209;0;3;0;6;2
26117;31;19;18;0,5;197;0;2;0;4;1
20272;24;1;59;2,0;353;0;1;0;4;1
685;1;13;1;1,0;422;0;3;1;5;1
4375;4;20;2;0,5;312;1;2;2;0;2
44810;21;19;45;1,0;311;0;3;2;4;1
25546;31;2;29;1,0;290;0;3;2;4;1
4002;4;10;47;2,0;242;0;1;2;0;2
27820;2;11;12;1,0;354;0;3;1;2;1
12361;14;5;41;2,0;33;0;1;2;1;1
43375;20;2;31;1,0;43;0;3;1;6;1
50262;28;21;51;1,0;155;1;3;1;4;2
19470;23;2;25;2,0;168;0;1;1;6;2
30304;4;21;22;0,5;277;0;2;1;1;5
11800;13;8;49;1,0;282;0;3;0;3;1
9517;10;12;11;0,5;331;0;2;2;4;2
7136;7;23;37;0,5;143;1;2;0;1;2
25124;30;13;55;1,0;166;0;3;1;6;1
36106;11;8;9;1,0;251;0;3;1;1;1
6248;7;2;8;1,0;236;0;3;2;1;2
46137;23;15;59;1,0;219;0;3;1;2;1
6744;7;14;55;1,0;261;1;3;1;1;3
7850;8;16;27;1,0;279;0;3;1;5;2
18759;22;6;15;1,0;230;0;3;1;5;1
41698;18;2;17;1,0;198;0;3;2;1;2
4802;5;6;44;2,0;272;0;1;0;2;2
3517;3;23;37;5,0;224;1;0;0;4;1
42373;18;21;24;2,0;390;1;1;0;1;1
43717;20;12;49;1,0;274;0;3;1;6;3
22033;26;11;49;1,0;285;0;3;1;2;1
29641;4;6;55;1,0;32;0;3;1;1;2
10160;11;4;28;0,5;338;1;2;0;0;3
2361;2;23;16;1,0;173;0;3;0;6;3
19864;23;14;3;2,0;133;0;1;1;6;1
16660;19;10;15;1,0;302;0;3;0;2;2
3478;3;22;49;2,0;343;0;1;0;4;1
17720;21;1;22;1,0;162;0;3;1;1;2
15503;17;20;48;0,5;253;0;2;1;4;2
37452;12;17;59;5,0;263;0;0;1;5;2
50120;28;17;33;0,5;91;0;2;0;4;2
5659;6;7;51;1,0;83;0;3;1;3;2
2201;2;20;0;1,0;74;1;3;0;6;3
20582;24;11;17;1,0;91;0;3;1;4;1
46307;23;21;40;2,0;288;0;1;1;2;1
10314;11;8;24;1,0;292;0;3;1;0;1
12346;14;5;18;1,0;73;0;3;1;1;2
32561;7;1;1;2,0;96;0;1;1;4;2
20795;24;18;6;1,0;257;1;3;1;4;3
18039;21;10;0;1,0;175;0;3;1;1;2
47962;26;4;24;0,5;294;0;2;2;5;2
269;1;5;10;1,0;232;0;3;2;5;1
49913;28;11;46;0,5;121;0;2;2;4;1
48862;27;4;47;0,5;252;0;2;1;6;1
35449;10;11;17;1,0;315;0;3;2;3;1
177;1;3;24;1,0;85;1;3;0;5;5
24694;30;1;10;0,5;399;1;2;1;6;4
24150;29;10;30;1,0;203;0;3;2;5;3
46044;23;13;18;0,5;97;0;2;2;2;2
32801;7;6;51;1,0;141;0;3;2;4;1
32465;6;23;0;1,0;364;1;3;0;6;1
36420;11;15;36;1,0;316;0;3;1;1;1
27561;2;4;23;1,0;217;0;3;0;2;2
46874;24;19;59;1,0;375;0;3;1;3;1
21461;25;15;14;2,0;141;0;1;1;0;1
32367;6;20;51;1,0;88;0;3;2;6;2
44155;21;0;48;1,0;174;0;3;2;4;1
31026;5;13;48;1,0;94;1;3;1;5;1
4842;5;7;37;1,0;278;0;3;2;2;4
45773;23;4;3;0,5;182;0;2;2;2;1
48847;27;3;59;1,0;244;1;3;1;6;1
20417;24;6;0;1,0;320;1;3;2;4;1
8289;9;3;31;2,0;191;1;1;2;6;5
14072;16;3;25;1,0;279;1;3;1;6;2
5135;5;15;24;1,0;229;1;3;1;2;1
7768;8;14;46;0,5;233;0;2;0;5;9
38257;13;13;43;0,5;217;0;2;2;6;6
39171;14;16;27;1,0;251;0;3;1;4;1
42476;19;0;29;1,0;311;0;3;2;5;1
32648;7;3;24;2,0;143;0;1;2;4;2
30045;4;15;43;2,0;201;1;1;0;1;1
46345;23;22;35;0,5;103;0;2;1;2;6
23096;28;4;2;1,0;319;0;3;1;1;1
912;1;17;19;1,0;32;0;3;1;5;2
27344;1;23;26;1,0;71;0;3;0;0;3
10061;11;1;39;0,5;102;0;2;2;0;1
44396;21;7;3;1,0;14;1;3;1;4;1
19582;23;6;3;1,0;199;1;3;2;6;1
24947;30;8;24;1,0;194;0;3;1;6;1
41802;18;5;21;0,5;35;0;2;2;1;2
32492;6;23;25;2,0;348;0;1;2;6;2
35253;10;3;41;1,0;88;1;3;2;3;2
15336;17;15;27;1,0;272;0;3;1;4;3
6876;7;18;2;0,5;319;0;2;0;1;3
45950;23;10;11;1,0;168;0;3;2;2;2
12585;14;12;2;1,0;223;0;3;1;1;1
49582;28;1;50;1,0;304;0;3;0;4;1
622;1;11;58;1,0;158;0;3;2;5;4
28048;2;15;57;1,0;236;0;3;0;2;1
28269;2;20;57;1,0;38;0;3;1;2;1
49566;28;1;18;1,0;232;0;3;1;4;2
49463;27;22;22;2,0;179;0;1;2;6;1
8878;9;19;6;5,0;299;0;0;1;6;5
2287;2;21;37;1,0;310;0;3;1;6;4
46274;23;20;39;1,0;255;0;3;1;2;1
22385;27;0;43;0,5;317;0;2;0;3;1
18470;21;21;45;0,5;185;1;2;1;1;4
9703;10;17;12;0,5;388;0;2;1;4;9
29487;4;3;46;1,0;238;1;3;1;1;2
16175;18;18;29;0,5;316;1;2;1;0;4
8514;9;9;28;5,0;126;1;0;1;6;4
12584;14;12;1;1,0;126;0;3;1;1;3
27003;1;16;5;1,0;439;1;3;0;0;2
28808;3;10;50;1,0;249;1;3;1;3;1
46302;23;21;22;1,0;42;0;3;2;2;1
40404;16;5;50;0,5;263;1;2;0;2;1
25943;31;14;22;0,5;94;1;2;2;4;1
223;1;4;24;1,0;322;0;3;2;5;2
24076;29;8;33;1,0;149;0;3;0;5;1
41649;18;0;57;0,5;120;1;2;1;1;1
48339;26;13;45;0,5;276;0;2;2;5;1
30667;5;5;39;1,0;194;0;3;1;5;1
7553;8;9;49;1,0;232;0;3;1;5;4
2208;2;20;4;1,0;161;0;3;2;6;2
49056;27;10;30;2,0;162;0;1;1;6;4
27646;2;6;16;5,0;87;0;0;0;2;2
10425;11;11;48;1,0;201;0;3;2;0;2
32163;6;15;54;1,0;284;0;3;2;6;2
18523;21;23;13;1,0;36;0;3;2;1;2
18217;21;15;25;0,5;302;0;2;1;1;2
12374;14;6;4;0,5;193;0;2;1;1;1
45958;23;10;30;1,0;75;1;3;0;2;1
28236;2;20;12;1,0;231;0;3;0;2;1
14789;16;23;25;1,0;139;0;3;2;6;3
10990;12;4;14;1,0;359;0;3;1;2;2
47071;25;3;11;5,0;271;0;0;1;1;1
33834;8;9;4;1,0;292;1;3;1;0;1
29422;4;2;21;1,0;283;0;3;1;1;4
46493;24;3;57;0,5;332;0;2;0;3;1
15319;17;14;56;1,0;317;0;3;0;4;1
