;amount;current_paid_fee;day;hour;minute;second
1201;147;0;0;22;49;33
43405;81;0;19;1;41;22
30148;133;0;3;16;55;47
2724;88;4;2;6;23;26
25970;52;4;30;14;6;53
38478;161;0;12;18;14;49
2406;37;10;1;23;45;33
34184;186;10;7;17;20;17
30135;34;0;3;16;32;50
5300;63;0;4;20;27;8
782;258;0;0;14;52;49
27522;99;4;1;2;34;26
11215;416;0;11;10;28;44
41962;198;13;17;8;5;35
8898;151;4;8;19;22;53
17511;294;2;19;15;21;2
8038;198;9;7;20;36;52
7346;263;0;7;4;36;35
28624;98;0;2;4;43;55
15163;230;0;16;9;10;41
16792;34;2;18;13;52;22
21068;100;0;24;1;1;12
41601;173;7;16;21;30;39
24308;15;4;28;14;3;59
24164;172;0;28;10;5;14
46562;44;0;23;4;5;23
32680;257;0;6;2;57;15
35893;294;18;10;0;56;0
10882;182;2;11;0;35;47
4350;183;1;3;19;7;31
44989;160;1;20;23;37;30
15243;215;0;16;11;44;48
50007;191;0;27;12;10;56
12304;103;2;13;3;17;9
2492;253;0;2;1;44;18
37783;200;0;12;0;32;37
3655;101;0;3;2;45;10
31784;129;0;5;6;5;52
4869;378;2;4;8;8;49
21477;221;0;24;14;48;36
48065;14;0;25;5;4;59
19075;145;15;21;14;40;36
36669;326;2;10;20;16;35
40283;165;0;14;23;20;7
24037;12;2;28;6;28;6
7922;146;0;7;17;48;26
48638;56;1;25;20;22;8
21512;186;0;24;16;0;18
38849;231;5;13;4;43;39
9653;397;2;9;15;34;14
16537;357;13;18;5;32;20
12357;323;1;13;5;9;40
45233;206;2;21;7;50;15
41085;317;0;16;2;32;47
42694;106;0;18;4;52;26
41187;316;0;16;6;29;18
46593;12;2;23;5;41;47
22059;273;2;25;11;39;26
28898;151;2;2;11;58;3
46793;32;2;23;14;4;8
22644;281;0;26;9;50;59
20627;338;12;23;11;42;29
4287;246;0;3;17;33;18
11965;227;5;12;14;24;55
31224;70;2;4;16;48;17
4744;101;0;4;4;57;48
15415;90;0;16;16;48;4
12016;156;0;12;16;27;50
27888;259;0;1;11;57;45
24060;371;2;28;7;4;58
12234;220;2;13;1;23;4
15638;157;2;17;0;27;17
43245;269;0;18;20;41;9
9723;99;0;9;17;22;45
49899;101;0;27;8;36;44
29235;359;4;2;20;17;50
4007;215;0;3;10;42;52
42731;245;0;18;5;56;2
24279;236;0;28;13;15;43
1254;5;0;0;23;55;19
17439;197;0;19;12;44;20
43219;201;8;18;19;45;35
20230;200;2;22;23;31;32
23469;18;8;27;13;58;47
36206;134;12;10;9;5;32
34086;356;0;7;14;41;30
27100;301;0;0;17;23;29
21945;180;30;25;7;34;51
29151;387;0;2;18;6;0
20540;236;0;23;9;15;26
46591;164;0;23;5;31;17
49682;156;0;27;2;41;8
33346;115;0;6;19;30;10
9601;210;5;9;13;56;54
47630;181;0;24;16;41;58
6263;90;0;6;2;12;43
47539;269;4;24;14;14;58
40357;267;2;15;2;4;4
172;175;2;0;3;18;15
5479;94;0;5;1;34;44
11815;235;0;12;8;45;18
36977;176;0;11;4;0;58
33781;127;6;7;5;53;59
7875;351;0;7;16;45;51
28943;285;2;2;13;4;9
37585;291;7;11;19;32;32
37785;273;4;12;0;34;48
26682;152;13;0;8;22;50
3448;246;2;2;21;45;4
28987;88;2;2;14;7;43
35834;186;0;9;23;32;19
4625;96;0;4;1;31;45
44355;230;5;20;4;7;32
36441;118;0;10;14;42;50
13340;206;2;14;7;0;45
28685;122;0;2;6;12;44
28473;83;2;2;0;36;5
11222;121;0;11;10;40;22
25083;340;2;29;11;42;23
33936;299;0;7;10;23;27
47566;194;1;24;14;51;6
8014;175;0;7;20;13;17
37936;159;2;12;4;12;17
23856;152;0;28;1;39;38
22287;224;1;25;20;18;22
38940;309;0;13;7;6;11
25593;164;0;30;2;54;25
9397;73;2;9;8;33;5
46800;350;0;23;14;16;38
1615;390;0;1;7;37;3
34194;302;4;7;17;30;6
27679;18;3;1;6;9;10
37835;135;0;12;1;52;15
18235;108;0;20;15;11;51
36760;167;0;10;22;36;57
38571;73;0;12;20;34;58
28063;197;0;1;15;23;48
3397;77;0;2;20;42;49
6410;318;0;6;5;49;6
22213;383;0;25;17;36;49
45610;240;0;21;19;54;38
28335;365;0;1;21;24;13
34879;370;1;8;13;44;9
3694;298;7;3;3;39;26
38431;226;0;12;16;47;7
2393;194;1;1;23;34;38
15375;412;0;16;15;46;33
32079;176;4;5;12;44;0
13374;65;0;14;7;42;12
35406;242;1;9;7;15;10
18090;311;0;20;10;40;55
22358;176;6;25;22;57;51
9965;186;4;9;23;10;42
34271;341;0;7;19;19;39
33304;192;1;6;18;30;28
894;453;0;0;17;1;16
2903;13;1;2;10;0;8
8310;234;0;8;3;45;44
39228;394;0;13;16;26;24
10452;20;0;10;12;19;43
13415;140;0;14;8;49;19
20109;314;3;22;20;3;37
9839;245;0;9;20;11;16
1087;294;0;0;20;31;59
29666;201;0;3;6;28;2
15556;343;0;16;21;43;45
46448;171;2;22;23;47;19
11243;281;0;11;11;32;45
45252;222;0;21;8;27;4
37042;51;0;11;5;34;39
49797;91;0;27;5;53;40
28137;281;0;1;16;56;24
1215;33;6;0;23;2;33
5825;362;1;5;12;35;16
346;212;2;0;7;2;28
46598;329;2;23;5;51;45
9396;73;0;9;8;32;11
4418;211;4;3;20;47;14
30713;188;0;4;5;39;19
46423;207;12;22;22;58;5
49298;226;18;26;15;16;45
32111;316;0;5;13;30;13
39962;165;0;14;14;50;45
42032;254;0;17;10;5;55
30721;171;4;4;5;48;22
12260;181;1;13;2;8;33
29387;269;0;3;0;44;59
4937;226;2;4;9;59;40
40248;254;0;14;22;27;33
27232;276;0;0;20;14;51
5810;140;0;5;11;54;58
10943;76;0;11;2;32;0
14978;152;0;16;3;44;48
43649;99;0;19;8;59;53
21611;122;0;24;19;45;49
44685;103;0;20;13;40;39
44533;120;0;20;9;28;21
16606;248;0;18;7;37;17
20650;34;0;23;12;18;37
47841;202;14;24;22;45;0
3808;262;4;3;6;21;32
42008;218;0;17;9;31;17
18838;350;2;21;7;19;1
31743;35;0;5;4;57;27
44361;72;2;20;4;13;43
31172;100;0;4;15;52;14
48140;195;2;25;7;14;30
26923;226;0;0;13;30;9
22858;222;0;26;19;0;34
38332;310;0;12;14;4;2
42143;231;10;17;13;7;38
2278;297;2;1;21;24;35
19408;260;0;21;23;47;5
31247;221;0;4;17;20;11
4106;196;17;3;13;22;9
23381;102;8;27;11;47;22
19543;214;0;22;4;12;9
19030;115;0;21;13;16;0
10919;280;4;11;1;46;57
41980;40;0;17;8;49;13
48561;179;5;25;17;59;30
39489;145;1;14;0;4;12
30252;352;2;3;19;13;21
1060;159;2;0;20;6;5
5124;52;2;4;14;55;45
33699;301;0;7;4;17;48
29595;317;7;3;4;56;51
28235;124;0;1;19;14;31
22598;290;0;26;7;48;50
6607;165;0;6;11;0;41
133;203;0;0;2;24;7
39885;233;6;14;12;55;47
9559;224;4;9;12;50;27
33802;141;0;7;6;34;14
29919;109;0;3;12;6;15
10062;164;0;10;1;15;51
14553;158;2;15;16;38;26
21956;254;0;25;8;2;50
27455;26;14;1;0;59;14
26280;144;4;30;23;16;23
36193;199;0;10;8;49;6
5259;163;0;4;19;14;25
8737;177;1;8;14;46;48
12119;82;0;12;21;24;20
35707;264;0;9;18;25;23
40482;189;0;15;6;30;1
379;13;2;0;7;37;7
35420;170;0;9;7;43;23
5252;173;6;4;18;59;44
13401;331;0;14;8;31;36
24706;84;10;29;0;39;14
6812;346;0;6;16;14;44
1937;372;1;1;14;17;51
27776;284;2;1;8;41;17
35316;263;0;9;3;58;51
21434;133;0;24;12;57;26
45006;37;0;21;0;8;17
5282;122;0;4;19;53;23
38620;94;0;12;22;10;29
1676;114;0;1;8;55;46
7473;221;0;7;7;51;30
32434;154;0;5;21;10;38
5689;351;4;5;8;39;8
40404;202;0;15;3;33;40
43905;214;4;19;15;55;20
34130;171;4;7;16;1;41
48714;210;0;25;22;20;36
47803;241;11;24;21;47;33
33163;239;0;6;14;58;29
50324;103;0;27;21;25;18
46046;235;2;22;11;14;2
43938;202;0;19;16;57;10
2626;211;4;2;4;11;56
9550;231;5;9;12;33;18
27662;330;3;1;5;47;0
37590;234;0;11;19;42;59
18492;179;0;20;21;44;49
10043;143;0;10;0;51;56
16804;261;0;18;14;18;2
31180;207;7;4;15;59;28
5150;124;0;4;15;37;34
19424;262;0;22;0;21;13
30117;10;3;3;16;10;13
6395;185;0;6;5;18;45
30388;87;0;3;22;17;33
22162;54;0;25;15;24;3
29242;226;2;2;20;28;22
37302;272;17;11;12;50;11
18941;307;3;21;10;14;55
34357;206;2;7;21;43;2
33103;189;0;6;13;13;22
31916;53;2;5;9;13;34
7341;39;0;7;4;23;25
2405;37;9;1;23;45;12
38734;269;6;13;1;29;35
30860;422;0;4;9;3;32
43420;29;0;19;2;10;21
37359;44;3;11;13;59;46
8211;137;2;8;0;56;59
31599;337;3;5;1;29;8
18876;153;4;21;8;4;49
22599;290;2;26;7;49;2
40678;388;0;15;12;47;34
9049;216;0;8;23;5;55
44561;84;0;20;10;17;44
49479;173;0;26;20;39;33
37794;189;0;12;0;50;26
15559;203;0;16;21;48;12
10353;367;0;10;8;59;28
2414;116;0;1;23;53;53
2262;169;2;1;21;4;23
34486;209;5;8;1;19;42
44213;288;0;20;0;36;55
32116;185;4;5;13;37;20
10152;241;0;10;3;54;1
43809;272;1;19;13;27;50
46414;395;0;22;22;45;37
14958;240;6;16;3;23;3
30946;163;0;4;10;49;47
22220;27;0;25;18;1;8
17218;172;2;19;4;46;44
2540;87;1;2;2;34;26
48869;216;3;26;2;21;20
32805;154;1;6;5;52;18
33201;36;0;6;15;59;4
6525;267;0;6;9;0;17
8544;224;0;8;10;0;21
11155;127;0;11;8;32;58
41883;273;0;17;5;52;13
48976;368;0;26;5;38;40
30590;149;4;4;2;56;0
41155;199;0;16;5;1;33
1568;218;5;1;6;49;6
18943;307;9;21;10;15;32
21190;108;0;24;4;44;5
4936;226;0;4;9;59;21
43120;168;0;18;16;33;4
8513;212;0;8;9;7;18
36510;261;0;10;16;19;22
36763;166;0;10;22;40;20
2967;139;0;2;11;29;24
50055;274;4;27;13;20;16
31223;70;0;4;16;48;13
41693;215;0;17;0;40;32
21761;228;8;25;0;28;20
23846;336;2;28;1;18;7
11644;279;0;12;2;26;35
19608;340;0;22;6;4;58
37294;184;2;11;12;32;35
11191;319;2;11;9;35;56
15322;396;0;16;14;8;43
21110;97;2;24;2;18;54
1672;269;2;1;8;50;17
14600;121;0;15;18;2;48
41367;105;10;16;13;47;21
2546;292;4;2;2;38;3
44839;113;0;20;18;37;59
27774;155;0;1;8;39;35
27308;151;3;0;21;59;22
50102;88;0;27;14;44;37
7825;124;4;7;15;37;59
19537;116;0;22;4;2;39
21701;249;0;24;22;37;13
32270;254;0;5;17;28;21
28360;137;14;1;21;50;27
2536;229;0;2;2;30;15
3588;35;1;3;1;20;14
15718;300;10;17;2;52;42
26268;326;0;30;22;56;47
18321;170;2;20;17;29;43
14452;194;2;15;13;47;7
549;227;6;0;10;31;18
18358;73;10;20;18;25;3
49198;192;0;26;12;27;23
31460;195;0;4;22;26;20
38486;97;6;12;18;21;44
44951;298;0;20;22;31;1
24109;290;0;28;8;35;18
9659;139;0;9;15;45;28
20740;144;2;23;15;28;56
16824;117;0;18;15;8;58
27732;81;2;1;7;21;9
12871;255;2;13;19;22;41
47358;175;0;24;8;58;12
13015;339;0;13;23;1;48
32998;142;4;6;10;31;39
44992;38;4;20;23;42;12
4004;75;17;3;10;39;39
45194;50;4;21;6;20;38
42473;207;0;17;22;31;4
32195;140;0;5;15;21;25
25485;342;0;29;23;10;37
29209;94;0;2;19;40;6
34652;92;0;8;6;21;33
22723;418;4;26;13;25;6
49754;288;0;27;4;39;11
11990;193;6;12;15;16;6
41485;335;0;16;17;31;15
20518;199;0;23;8;34;15
50228;156;0;27;18;24;55
36822;187;2;11;0;11;56
23462;145;2;27;13;49;50
19326;195;7;21;21;22;43
39893;367;0;14;13;12;19
345;212;0;0;7;1;47
28252;212;0;1;19;42;13
35767;170;5;9;20;39;48
16334;81;4;17;22;39;38
14612;277;5;15;18;20;56
43842;280;0;19;14;16;13
26816;163;0;0;11;38;30
47253;111;0;24;6;5;22
31723;150;0;5;4;23;20
12383;126;2;13;5;46;20
31043;93;0;4;13;8;48
37607;146;0;11;20;6;1
10312;218;0;10;8;0;27
9334;144;5;9;6;57;4
34242;364;4;7;18;37;7
8830;205;0;8;17;4;32
25504;286;0;29;23;48;6
19649;383;0;22;7;15;12
14442;334;3;15;13;36;32
15113;205;6;16;8;3;17
6147;128;2;5;23;14;47
41955;117;6;17;7;57;24
30156;146;0;3;17;15;53
20275;22;0;23;1;16;32
36114;158;3;10;6;55;24
13014;266;2;13;22;59;26
18579;179;0;20;23;59;19
3746;225;0;3;5;10;3
45357;191;2;21;11;44;24
24699;277;10;29;0;25;22
7688;269;2;7;12;42;22
37484;154;2;11;17;24;52
36266;14;6;10;10;23;13
31979;142;0;5;10;41;45
49037;35;3;26;7;43;18
50111;308;0;27;14;54;12
28463;182;5;2;0;24;58
48954;204;5;26;5;6;48
1755;168;12;1;10;43;47
28735;167;10;2;7;38;11
17321;158;3;19;8;8;38
2501;190;4;2;1;58;5
6291;36;0;6;2;54;2
35304;298;0;9;3;40;6
49119;246;0;26;10;16;49
28385;167;1;1;22;20;53
30942;210;12;4;10;46;43
39880;76;0;14;12;44;47
20798;43;0;23;17;23;40
31450;261;8;4;22;0;34
43299;194;0;18;22;15;18
12821;82;0;13;18;23;16
46909;300;0;23;18;43;59
26233;263;0;30;21;56;28
32257;33;0;5;17;2;50
18652;236;0;21;2;28;35
24581;222;0;28;21;7;25
10861;213;0;11;0;1;44
12705;249;0;13;14;58;56
33147;333;0;6;14;27;20
30414;172;10;3;22;50;6
43191;121;0;18;18;42;53
4376;214;0;3;19;49;33
42136;127;0;17;12;58;32
18076;253;4;20;10;17;21
45228;267;0;21;7;42;53
27638;279;2;1;5;21;9
30084;215;0;3;15;37;17
26354;344;0;0;1;7;16
39299;208;0;13;18;22;37
11060;186;7;11;5;55;32
48425;87;0;25;14;13;14
31125;276;0;4;14;50;53
40713;42;0;15;13;56;24
38195;213;0;12;10;43;56
36925;203;0;11;2;48;38
28778;97;0;2;9;8;45
26742;170;0;0;10;1;41
20966;34;2;23;22;17;15
388;208;7;0;7;50;52
46935;215;0;23;19;27;5
41753;241;0;17;2;12;5
19143;113;2;21;16;35;21
38785;1;0;13;2;57;38
46744;138;10;23;11;56;58
13381;76;4;14;7;59;8
14156;300;0;15;5;27;8
137;254;6;0;2;26;40
17728;163;0;20;0;54;52
47192;319;0;24;4;25;6
32040;237;10;5;12;0;48
8018;123;0;7;20;17;41
42602;282;0;18;2;20;24
14699;42;4;15;20;30;14
4143;228;0;3;14;20;8
10581;146;7;10;16;9;8
6958;144;1;6;19;33;12
43415;222;0;19;2;2;42
7293;347;0;7;3;27;51
8987;240;2;8;21;36;18
42159;213;4;17;13;25;28
31961;98;2;5;10;19;49
45358;146;0;21;11;49;38
40931;177;0;15;20;25;32
15287;104;0;16;12;54;14
28217;292;0;1;18;42;19
31412;214;14;4;21;9;52
26702;267;4;0;9;2;15
33644;53;8;7;2;39;6
39305;179;2;13;18;28;22
43196;43;1;18;18;55;53
30630;202;2;4;3;45;56
28407;347;0;1;22;48;9
819;125;0;0;15;41;14
46;94;4;0;0;52;0
32114;185;0;5;13;36;47
35487;102;4;9;10;40;16
39996;167;0;14;15;46;31
47175;211;0;24;4;0;23
42325;270;0;17;18;3;36
23998;125;2;28;5;0;9
37810;239;0;12;1;16;3
48082;125;0;25;5;35;55
603;164;0;0;11;32;44
5393;279;2;4;23;4;42
32734;80;1;6;4;19;16
49294;226;0;26;15;14;4
19048;173;13;21;13;48;36
49869;182;2;27;8;1;38
16230;93;0;17;19;21;9
32084;150;0;5;12;52;48
17994;101;2;20;8;9;55
222;39;1;0;4;22;37
39659;327;4;14;5;21;43
23983;306;4;28;4;42;46
34554;172;6;8;3;31;37
4989;163;0;4;11;18;27
29726;140;19;3;7;47;25
32414;213;0;5;20;48;56
44759;339;4;20;15;53;8
397;243;0;0;7;55;51
15345;113;2;16;15;4;19
50141;257;0;27;15;49;15
18513;97;6;20;22;12;19
36711;322;0;10;21;23;50
18605;149;0;21;0;51;39
43971;315;0;19;17;57;41
18808;22;14;21;6;44;7
10622;442;0;10;17;9;15
34230;238;1;7;18;16;34
27039;433;2;0;16;5;23
2639;199;2;2;4;32;46
46428;159;2;22;23;9;47
43699;148;0;19;10;36;6
45776;108;2;22;2;3;28
2046;219;0;1;16;43;18
26238;225;6;30;21;59;15
8667;226;0;8;13;1;58
8282;61;4;8;2;58;26
20582;270;0;23;10;15;30
42354;129;0;17;19;3;38
48256;191;20;25;9;55;17
47341;157;12;24;8;29;10
28397;199;0;1;22;31;5
48269;224;0;25;10;20;14
23943;178;6;28;3;35;5
12560;205;1;13;10;21;48
10987;217;0;11;3;45;2
20117;154;0;22;20;16;14
37340;273;4;11;13;42;42
47097;165;8;24;1;46;39
11788;219;0;12;7;34;49
12960;186;13;13;21;34;19
28964;242;7;2;13;31;45
16590;75;0;18;7;13;18
2456;261;10;2;0;43;49
40568;324;2;15;9;19;5
24139;211;0;28;9;27;30
4812;266;4;4;6;44;15
36819;92;0;11;0;1;47
30465;247;0;4;0;29;53
14428;136;4;15;13;15;50
22878;371;2;26;19;45;15
14469;86;1;15;14;7;51
46662;293;2;23;8;35;21
44593;124;0;20;11;12;23
20972;132;2;23;22;22;16
22085;172;2;25;12;51;42
25652;179;0;30;4;27;42
27380;65;0;0;23;26;21
14265;349;0;15;8;38;17
40844;65;0;15;17;30;32
19901;121;0;22;14;11;34
34174;129;0;7;17;11;36
14438;70;0;15;13;31;20
48519;293;0;25;17;10;0
46386;394;12;22;21;50;16
15156;66;1;16;8;59;17
21396;188;0;24;11;39;21
21055;304;2;24;0;47;36
4505;165;15;3;22;39;54
13514;226;0;14;11;3;2
7165;249;0;7;0;7;57
43832;290;0;19;13;57;45
17989;243;4;20;8;4;17
9893;240;0;9;21;27;18
6770;137;4;6;15;17;25
36604;314;0;10;18;37;0
16183;237;14;17;17;58;44
20052;177;0;22;18;34;10
48010;221;0;25;3;46;21
20267;68;4;23;0;52;33
21324;130;2;24;9;17;13
7186;228;0;7;0;45;36
41964;160;0;17;8;11;6
22552;217;1;26;5;58;4
45471;248;8;21;15;16;54
5155;27;0;4;15;50;43
35630;109;0;9;16;2;28
4467;121;2;3;21;53;11
22898;154;2;26;20;33;0
20603;215;0;23;10;54;42
17433;90;0;19;12;36;25
19234;205;0;21;19;17;54
28585;102;1;2;3;40;51
32162;107;1;5;14;47;50
23276;285;0;27;8;51;22
6562;118;0;6;10;3;12
27292;133;0;0;21;39;52
34133;94;4;7;16;5;33
39127;134;0;13;12;54;44
23685;135;3;27;20;19;51
1152;252;2;0;21;49;50
35808;175;2;9;22;24;1
1192;154;7;0;22;41;14
19160;357;14;21;17;6;48
14412;199;8;15;12;48;20
50053;274;0;27;13;18;53
50211;269;2;27;17;57;58
30198;191;4;3;17;53;28
34213;236;18;7;17;57;8
32949;81;10;6;9;23;6
17982;388;1;20;7;51;53
3379;329;2;2;20;25;12
11696;311;0;12;4;34;53
24745;32;0;29;1;44;37
16200;28;0;17;18;32;48
40596;339;0;15;10;18;55
43266;126;0;18;21;27;37
37315;257;6;11;13;5;33
30516;285;0;4;1;41;1
37617;28;0;11;20;26;14
33795;164;0;7;6;18;43
23310;138;9;27;9;55;26
12989;257;17;13;22;18;21
39457;301;0;13;23;4;22
39157;124;0;13;13;58;35
46153;106;0;22;14;34;20
17980;219;0;20;7;48;45
45456;215;0;21;14;43;59
31827;171;0;5;7;14;40
21802;7;4;25;1;50;37
44332;370;4;20;3;20;56
48330;215;0;25;11;41;22
23681;196;0;27;20;15;29
25234;8;0;29;16;14;10
41958;218;5;17;8;2;29
272;237;0;0;5;11;39
12138;113;0;12;22;8;35
813;285;5;0;15;26;41
27468;260;2;1;1;14;26
6195;92;0;6;0;45;42
7628;232;8;7;11;7;46
45954;243;3;22;8;1;26
4084;217;4;3;12;41;4
36346;467;0;10;12;20;18
44284;42;10;20;2;14;33
37603;194;0;11;19;59;58
18160;171;0;20;12;54;47
20668;137;0;23;12;54;41
32607;172;10;6;0;56;15
43569;304;2;19;6;38;59
16851;110;0;18;15;58;51
30034;230;3;3;14;32;49
39054;305;0;13;10;36;30
21403;219;0;24;11;52;19
5550;244;0;5;3;53;37
16068;127;2;17;14;33;27
3341;159;0;2;19;43;50
32102;114;5;5;13;14;18
38040;95;2;12;6;47;43
8903;303;4;8;19;27;12
48794;170;0;26;0;21;36
40725;118;0;15;14;23;3
27615;375;2;1;4;39;38
29155;97;2;2;18;10;21
47322;312;8;24;7;58;12
15637;157;0;17;0;26;57
10670;55;0;10;19;8;53
43212;325;0;18;19;40;26
19847;200;1;22;13;1;30
23540;299;0;27;15;46;28
28626;214;0;2;4;51;16
3690;298;0;3;3;38;7
38161;228;0;12;9;48;3
23966;158;3;28;4;19;52
28301;282;0;1;20;48;6
10032;120;0;10;0;38;27
20766;268;0;23;16;20;4
19205;330;1;21;18;29;9
1686;268;0;1;9;8;33
31878;446;1;5;8;12;55
9220;28;5;9;3;21;51
23491;95;0;27;14;33;35
32238;411;3;5;16;36;6
539;63;4;0;10;18;5
20294;33;0;23;1;56;41
48565;270;0;25;18;5;4
2685;363;2;2;5;39;41
50361;246;0;27;22;24;22
15929;169;0;17;10;35;57
537;63;0;0;10;17;40
12311;395;4;13;3;34;32
43399;29;4;19;1;32;48
21250;74;3;24;6;58;3
1006;233;0;0;18;48;49
46237;78;0;22;17;12;52
46505;239;0;23;1;51;29
45196;124;0;21;6;24;39
4534;151;0;3;23;22;21
31059;188;5;4;13;28;29
15241;317;0;16;11;40;39
26281;334;0;30;23;18;41
37003;204;0;11;4;48;34
28434;168;0;1;23;20;48
46900;266;8;23;18;30;40
15912;348;0;17;10;12;33
48671;149;4;25;21;18;44
36681;257;0;10;20;45;41
11791;168;0;12;7;39;14
5527;173;2;5;2;49;48
44601;165;1;20;11;22;59
24526;227;5;28;19;43;17
5464;259;8;5;1;5;38
37101;343;0;11;6;47;56
33196;123;0;6;15;46;15
7996;239;2;7;19;46;35
40431;251;2;15;4;35;19
44616;321;0;20;11;38;18
5332;199;4;4;21;20;55
45625;182;0;21;20;18;12
12745;286;0;13;16;5;54
35501;43;0;9;11;15;42
8809;279;2;8;16;29;1
23912;263;0;28;2;51;25
48236;44;0;25;9;35;30
50403;202;0;27;23;43;36
15822;107;0;17;7;3;36
46982;205;0;23;21;59;45
9124;160;0;9;1;0;43
12841;87;0;13;18;49;58
15826;129;0;17;7;7;25
36037;41;0;10;4;59;3
18251;183;0;20;15;44;48
32223;22;0;5;16;17;27
15974;103;0;17;11;47;39
14113;184;0;15;4;8;29
21958;254;5;25;8;3;37
39285;249;2;13;18;6;26
44202;176;0;20;0;17;12
43821;52;2;19;13;41;21
37147;158;2;11;8;16;56
9499;158;0;9;11;4;36
19741;321;0;22;9;51;9
30915;270;0;4;10;12;6
2707;44;2;2;6;0;40
30017;207;4;3;14;9;1
48064;312;2;25;5;3;17
36273;259;3;10;10;37;1
38116;6;0;12;8;58;56
44624;114;10;20;11;49;50
33573;237;9;7;0;49;57
50318;281;0;27;21;13;31
1921;135;2;1;13;55;48
26308;153;0;0;0;7;42
32476;211;0;5;22;18;45
16262;262;0;17;20;5;46
32547;196;3;5;23;33;53
13330;248;4;14;6;47;53
47210;19;0;24;4;55;44
14490;259;0;15;14;54;5
44334;299;2;20;3;22;46
3964;256;0;3;9;49;45
2855;166;2;2;9;2;3
6626;63;0;6;11;27;40
12398;252;0;13;6;17;32
10198;437;0;10;4;54;53
15205;366;0;16;10;32;44
13085;213;2;14;0;52;28
32313;85;0;5;18;36;39
32654;80;0;6;2;6;48
15220;329;0;16;11;3;48
1527;126;5;1;6;2;13
14798;142;2;15;23;0;0
18387;260;0;20;19;15;23
33796;208;0;7;6;21;28
48191;352;0;25;8;34;31
49556;261;0;26;22;55;53
39712;147;0;14;7;17;5
44831;404;0;20;18;22;36
15488;287;0;16;19;18;47
13639;137;2;14;14;40;3
9089;154;10;9;0;17;24
32070;155;2;5;12;37;38
21824;309;0;25;2;50;55
48156;188;0;25;7;37;46
24854;159;4;29;4;37;29
13617;129;0;14;14;2;0
14943;107;17;16;3;1;27
6239;232;0;6;1;32;12
38915;83;0;13;6;29;55
20865;173;0;23;19;22;44
40680;274;0;15;12;54;16
10601;123;2;10;16;35;45
2764;257;2;2;7;18;24
19383;367;0;21;23;3;43
33031;314;0;6;11;21;54
11448;138;0;11;18;25;57
30357;276;2;3;21;31;56
7574;256;16;7;10;0;15
26906;333;0;0;13;12;22
49170;366;0;26;11;45;31
7742;513;0;7;13;53;1
49669;44;0;27;2;14;10
46397;354;9;22;21;59;34
12885;198;0;13;19;49;38
47467;213;0;24;11;54;1
23251;411;0;27;7;59;56
7993;99;0;7;19;43;15
33234;172;8;6;16;52;35
23463;145;3;27;13;49;57
15342;189;0;16;15;0;23
36325;275;0;10;11;47;15
49497;44;0;26;21;13;24
33666;241;0;7;3;19;14
17120;42;10;19;0;41;53
35463;29;0;9;9;55;57
28120;45;0;1;16;33;18
39413;32;6;13;21;45;19
41259;34;10;16;9;22;24
35297;60;4;9;3;17;11
37686;136;2;11;21;59;28
10124;154;0;10;3;12;24
10186;36;0;10;4;41;5
30711;108;0;4;5;34;28
46923;138;0;23;19;11;29
20665;259;0;23;12;46;45
32429;200;6;5;21;1;47
14627;56;0;15;18;49;27
43481;146;12;19;3;35;29
6504;201;0;6;8;27;33
21720;221;0;24;23;23;31
37933;94;0;12;4;7;47
13332;243;0;14;6;48;55
37982;116;0;12;5;30;4
27720;140;3;1;7;3;47
4220;287;6;3;16;14;9
2545;292;2;2;2;37;36
1482;20;0;1;5;5;56
36608;273;0;10;18;42;49
32008;30;0;5;11;21;6
21937;180;0;25;7;29;35
23433;245;2;27;13;5;16
11922;361;0;12;13;5;25
46150;212;0;22;14;29;34
29599;317;19;3;4;58;34
24864;172;0;29;4;51;5
2950;184;0;2;10;57;35
7510;35;0;7;8;46;12
48446;175;0;25;14;48;17
37647;408;14;11;21;5;15
38421;190;0;12;16;34;26
16155;253;0;17;17;2;20
19367;331;4;21;22;41;54
22529;234;0;26;4;44;5
39397;228;0;13;21;16;55
46679;362;0;23;9;27;5
19936;308;2;22;14;56;18
24701;265;2;29;0;29;48
23159;169;2;27;4;45;55
44441;26;1;20;6;25;24
27361;319;3;0;23;5;13
3014;293;4;2;12;49;0
8634;255;3;8;12;0;51
28934;125;0;2;12;51;16
34146;212;0;7;16;29;36
17146;98;0;19;1;54;33
23220;156;0;27;7;2;59
46582;215;4;23;5;12;24
43889;337;0;19;15;37;24
13241;396;4;14;4;44;22
1280;190;0;1;0;28;18
27389;238;1;0;23;39;50
48921;291;0;26;3;54;55
3819;209;25;3;6;34;33
16807;145;0;18;14;31;21
27456;26;18;1;0;59;53
43432;321;0;19;2;24;41
18488;42;0;20;21;39;43
2292;304;2;1;21;37;33
40598;256;4;15;10;21;56
16502;166;2;18;4;23;13
49778;218;0;27;5;24;26
2973;12;6;2;11;34;25
15265;334;4;16;12;17;0
45825;130;0;22;3;39;17
13070;275;0;14;0;35;15
24152;128;14;28;9;41;23
34162;301;0;7;16;54;57
27530;234;1;1;2;52;0
34151;329;0;7;16;35;43
6045;214;0;5;20;1;4
35511;49;0;9;11;51;7
23475;320;0;27;14;9;42
17668;385;0;19;22;59;30
12079;290;0;12;19;13;25
34362;307;3;7;21;55;5
31671;169;13;5;3;19;26
26389;110;2;0;1;56;2
