;day;hour;minute;fail_fee;amount;3D_secured;encoded_PSP;encoded_card;encoded_weekday;current_number_of_try
29147;2;19;16;2;291;0;1;1;3;1
25657;30;5;39;1;107;0;3;1;4;0
9150;9;2;5;1;90;0;3;2;4;1
12162;12;23;41;1;227;0;3;1;3;2
37971;12;6;31;1;331;1;3;1;6;1
26328;0;1;19;0;88;1;2;0;0;1
43380;19;2;42;2;248;0;1;1;6;0
39866;14;13;52;1;174;0;3;1;0;0
17447;19;13;50;1;133;1;3;2;3;0
46115;22;15;23;1;187;0;3;1;2;0
321;0;6;33;1;267;1;3;0;5;1
36369;10;14;0;3;306;1;0;2;1;2
7010;6;20;47;2;84;0;1;1;1;0
15570;16;22;52;0;102;1;2;1;4;0
50068;27;15;55;2;283;0;1;1;4;0
45826;22;5;46;3;224;0;0;1;2;0
3383;2;20;36;3;261;1;0;1;4;2
10959;11;3;23;0;88;1;2;0;2;7
41838;17;6;13;1;20;0;3;1;1;1
35841;10;0;56;1;294;1;3;2;1;5
47826;25;0;21;0;112;0;2;1;5;1
8610;8;11;43;0;206;0;2;1;6;5
30843;4;9;32;0;113;0;2;2;5;2
9248;9;4;24;2;108;1;1;2;4;0
2140;1;18;55;0;50;1;2;1;6;0
18810;21;7;15;1;237;0;3;1;5;2
47974;25;4;40;1;118;0;3;2;5;3
23937;28;4;21;1;196;0;3;1;5;0
44171;20;1;8;1;187;0;3;1;4;1
7223;7;2;0;2;248;0;1;2;5;1
50307;27;23;15;0;207;0;2;1;4;0
20290;23;2;20;0;193;1;2;1;4;2
22278;25;21;18;0;361;0;2;0;2;0
41659;17;1;22;1;168;0;3;1;1;0
47701;24;21;10;1;16;0;3;2;1;2
1530;1;6;9;2;270;0;1;2;6;0
28620;2;5;37;1;53;1;3;0;3;2
2929;2;10;34;1;36;0;3;0;4;0
5799;5;11;52;1;222;0;3;0;3;3
27011;0;16;13;0;154;0;2;1;0;0
11204;11;10;35;2;150;0;1;1;2;1
19969;22;16;49;3;98;1;0;0;6;1
6754;6;15;13;1;120;0;3;0;1;0
23540;27;16;36;1;349;0;3;1;1;0
12902;13;20;46;1;216;0;3;1;1;2
3508;2;23;24;1;140;0;3;1;4;1
21403;24;12;37;3;42;0;0;1;0;2
5358;4;22;22;1;366;0;3;2;2;0
22136;25;15;36;1;135;1;3;2;2;0
10320;10;8;36;1;209;0;3;2;0;0
33558;7;1;44;1;271;1;3;0;0;0
9704;9;17;16;1;194;0;3;1;4;0
31020;4;13;40;1;216;0;3;1;5;1
35975;10;4;42;1;125;0;3;2;1;0
24799;29;4;0;0;29;0;2;2;6;0
35394;9;9;9;0;199;0;2;1;3;0
7834;7;16;7;0;350;0;2;1;5;4
27013;0;16;18;0;225;0;2;2;0;0
42577;18;3;17;2;123;0;1;0;5;0
13681;14;16;23;1;178;0;3;0;5;1
18606;21;1;49;2;134;0;1;1;5;1
23109;27;4;14;1;234;0;3;1;1;3
22815;26;18;13;1;155;0;3;0;3;0
18304;20;17;39;1;136;1;3;1;1;0
44548;20;11;33;1;337;0;3;1;4;3
24254;28;13;24;1;144;0;3;1;5;0
38772;13;4;2;0;377;0;2;2;4;0
47719;24;21;34;0;201;0;2;1;1;2
16168;17;18;10;1;166;0;3;2;0;3
11405;11;17;30;0;101;0;2;1;2;0
33035;6;12;38;1;40;0;3;2;4;0
25514;30;1;14;3;200;0;0;1;4;1
35419;9;10;10;1;396;0;3;1;3;0
49893;27;11;15;1;236;1;3;1;4;1
4061;3;12;30;1;284;0;3;1;0;0
21484;24;15;57;1;176;0;3;1;0;0
298;0;5;55;1;182;0;3;0;5;0
33263;6;18;41;1;149;0;3;1;4;1
12839;13;19;9;1;324;0;3;1;1;0
22280;25;21;21;1;91;0;3;1;2;1
6281;6;2;54;1;36;0;3;1;1;1
41858;17;6;51;1;411;0;3;1;1;1
32448;5;22;42;0;217;1;2;1;6;4
44353;20;5;43;1;244;1;3;1;4;0
2498;2;2;1;1;362;0;3;1;4;0
28629;2;5;53;0;196;1;2;2;3;0
33786;7;7;26;3;134;1;0;0;0;0
19785;22;11;46;0;192;0;2;1;6;2
1338;1;2;7;0;374;1;2;2;6;3
293;0;5;52;1;129;0;3;1;5;0
18694;21;4;23;1;94;1;3;0;5;1
32565;6;1;13;1;164;0;3;1;4;0
4072;3;12;36;2;197;0;1;1;0;2
16153;17;17;44;1;217;1;3;1;0;0
13522;14;11;47;1;237;0;3;1;5;0
36841;11;2;2;1;231;1;3;1;5;0
21934;25;8;10;1;214;1;3;1;2;0
31044;4;14;10;1;310;1;3;1;5;6
22907;26;21;59;1;210;1;3;1;3;0
17925;20;6;51;1;137;0;3;1;1;0
26422;0;3;21;1;170;0;3;1;0;2
25253;29;17;40;1;122;0;3;0;6;0
11626;12;2;24;1;317;0;3;2;3;3
27585;1;5;1;1;24;0;3;1;2;1
19062;21;14;59;3;304;0;0;1;5;0
20279;23;2;10;3;291;0;0;1;4;0
47950;25;4;2;1;458;0;3;0;5;0
4916;4;9;32;1;20;0;3;1;2;1
10546;10;15;43;1;201;0;3;2;0;0
46166;22;17;1;0;152;0;2;0;2;0
18123;20;12;31;1;250;0;3;1;1;0
26316;0;1;2;1;143;0;3;1;0;5
42024;17;11;36;3;119;0;0;0;1;0
29731;3;8;58;1;199;0;3;1;1;0
43131;18;18;48;1;61;0;3;1;5;0
34907;8;16;16;0;92;0;2;2;2;0
11567;12;0;4;1;208;0;3;1;3;0
9016;8;22;32;1;175;0;3;1;6;1
380;0;7;41;0;254;1;2;2;5;1
7713;7;13;31;0;96;1;2;2;5;1
12188;13;0;40;1;275;0;3;1;1;0
10747;10;21;10;2;62;0;1;1;0;0
41735;17;3;17;0;17;0;2;1;1;0
29089;2;17;36;0;146;0;2;2;3;0
45435;21;16;9;1;108;0;3;2;0;3
29761;3;9;42;0;239;1;2;1;1;0
12954;13;22;3;1;45;1;3;0;1;1
50225;27;20;47;0;168;0;2;2;4;6
29229;2;21;28;1;230;0;3;1;3;2
11355;11;15;43;1;197;0;3;0;2;2
37832;12;2;58;1;145;0;3;1;6;0
26412;0;3;11;1;189;0;3;2;0;1
29671;3;7;37;1;195;0;3;1;1;1
8186;8;0;34;0;340;0;2;2;6;5
37897;12;4;52;2;135;0;1;0;6;2
49021;26;9;24;1;280;0;3;2;6;2
22528;26;6;7;3;168;0;0;1;3;0
43696;19;12;14;0;312;0;2;2;6;0
49835;27;9;11;1;195;0;3;1;4;1
14826;16;0;25;1;213;0;3;1;4;0
27415;1;0;58;3;26;0;0;2;2;0
19976;22;17;0;1;150;0;3;1;6;2
24654;28;23;59;1;29;0;3;1;5;1
37738;12;0;50;1;189;1;3;1;6;0
9152;9;2;5;1;90;0;3;2;4;3
6071;5;21;0;0;246;0;2;1;3;2
36690;10;22;19;0;273;0;2;1;1;0
11462;11;19;20;2;199;1;1;1;2;0
49714;27;5;40;1;369;1;3;1;4;3
15842;17;8;18;1;301;0;3;0;0;0
25329;29;19;53;2;158;1;1;1;6;1
28165;1;18;27;0;178;1;2;1;2;0
41966;17;9;59;1;14;0;3;2;1;0
31172;4;16;42;3;223;0;0;0;5;0
34459;8;2;13;3;305;0;0;0;2;0
9328;9;7;11;2;129;1;1;0;4;1
8355;8;4;55;1;226;0;3;1;6;1
24761;29;2;57;0;209;0;2;0;6;7
25229;29;16;50;1;96;0;3;1;6;2
36541;10;18;16;2;116;0;1;1;1;0
6343;6;4;30;0;297;0;2;1;1;0
1610;1;7;37;1;390;0;3;2;6;1
38872;13;6;49;1;242;0;3;1;4;0
42200;17;16;28;0;276;1;2;1;1;0
24771;29;3;8;2;227;0;1;1;6;0
42683;18;6;11;2;51;1;1;1;5;0
38123;12;10;19;1;152;0;3;1;6;0
41108;16;5;48;1;211;0;3;1;3;1
31763;5;6;45;1;45;0;3;1;6;0
9954;9;23;18;2;123;1;1;1;4;0
14594;15;18;34;1;29;0;3;1;6;0
29909;3;12;48;1;235;0;3;1;1;3
44884;20;22;24;1;246;0;3;1;4;2
8978;8;21;39;1;220;1;3;1;6;1
35927;10;3;21;1;285;0;3;2;1;0
23780;28;0;12;1;190;0;3;2;5;1
42899;18;12;9;0;322;1;2;2;5;1
41487;16;19;37;1;46;0;3;1;3;0
36625;10;20;39;1;305;0;3;1;1;0
36934;11;4;18;1;288;1;3;1;5;1
6058;5;20;44;1;172;0;3;1;3;0
16435;18;2;58;2;109;0;1;2;2;1
34000;7;13;28;0;173;0;2;1;0;0
29965;3;13;56;3;81;1;0;0;1;3
37835;12;3;1;1;281;0;3;1;6;1
45316;21;12;37;1;340;0;3;0;0;0
32048;5;13;11;1;298;0;3;1;6;1
44160;20;0;53;0;298;1;2;1;4;1
20549;23;10;8;1;139;1;3;0;4;1
37345;11;15;14;1;166;0;3;2;5;1
36072;10;7;17;2;234;0;1;1;1;0
41961;17;9;52;2;191;0;1;1;1;3
21667;24;22;25;1;192;0;3;1;0;1
5814;5;12;34;0;362;0;2;1;3;0
50095;27;16;50;0;217;0;2;2;4;1
22177;25;17;19;1;374;0;3;1;2;1
7218;7;1;48;0;236;1;2;0;5;0
13931;14;23;9;1;314;0;3;0;5;3
43771;19;14;0;0;230;1;2;2;6;0
37287;11;13;42;1;273;0;3;2;5;3
7542;7;9;34;1;176;0;3;1;5;0
14223;15;8;2;2;196;0;1;1;6;1
34427;8;1;2;2;183;0;1;1;2;0
2926;2;10;29;0;139;1;2;1;4;0
12107;12;21;41;2;223;0;1;1;3;0
2697;2;5;58;2;455;0;1;2;4;8
9382;9;8;27;0;126;1;2;2;4;0
29779;3;10;5;1;28;0;3;1;1;0
50177;27;19;22;2;97;0;1;0;4;0
11198;11;10;25;1;292;0;3;0;2;0
36197;10;10;9;2;15;0;1;1;1;0
22125;25;14;59;1;133;0;3;2;2;0
6384;6;5;18;3;185;1;0;1;1;0
43799;19;14;59;1;277;0;3;1;6;0
26628;0;8;6;1;202;0;3;2;0;1
40384;15;5;7;1;201;0;3;1;2;1
459;0;9;1;1;252;0;3;1;5;2
10560;10;16;4;3;202;1;0;1;0;0
17623;19;21;53;1;198;0;3;1;3;0
7074;6;22;8;1;221;0;3;1;1;0
3082;2;14;43;2;240;1;1;1;4;2
32421;5;22;4;0;108;0;2;1;6;0
12921;13;21;11;0;283;0;2;1;1;2
14907;16;2;35;1;268;1;3;1;4;0
25672;30;5;58;0;205;0;2;1;4;0
47040;24;2;3;1;290;0;3;0;1;2
43100;18;17;48;3;192;1;0;1;5;0
27614;1;5;39;2;154;0;1;1;2;0
16452;18;3;38;0;246;1;2;1;2;0
26610;0;7;49;1;427;1;3;1;0;0
5327;4;21;35;0;140;0;2;1;2;0
20987;23;23;43;1;339;1;3;0;4;1
19808;22;12;16;1;303;1;3;2;6;0
13364;14;8;7;1;356;0;3;1;5;0
3353;2;20;1;0;142;0;2;1;4;0
6327;6;4;1;2;70;1;1;1;1;0
31660;5;4;1;0;175;1;2;1;6;0
35210;9;2;2;2;222;0;1;0;3;0
30726;4;7;4;1;128;0;3;2;5;0
34282;7;20;48;2;135;0;1;2;0;0
28344;1;22;22;0;164;0;2;1;2;0
43214;18;21;45;0;275;0;2;1;5;1
17444;19;13;39;1;303;0;3;1;3;0
1385;1;3;3;1;12;1;3;2;6;2
9547;9;12;51;1;224;0;3;1;4;3
5963;5;17;21;1;141;0;3;1;3;0
11367;11;16;1;0;172;0;2;2;2;1
42555;18;2;36;1;233;0;3;2;5;0
39827;14;13;1;0;227;0;2;1;0;0
46449;23;2;7;0;92;1;2;1;3;0
22982;27;0;38;1;31;1;3;1;1;0
23766;27;23;46;1;186;0;3;2;1;1
933;0;17;40;2;258;0;1;2;5;0
34236;7;19;46;1;148;0;3;1;0;0
47910;25;2;51;2;64;1;1;2;5;0
12832;13;18;59;1;204;0;3;1;1;1
40306;15;2;22;0;237;1;2;0;2;1
8217;8;1;21;1;74;1;3;2;6;0
39996;14;17;15;0;307;1;2;1;0;1
38864;13;6;34;1;181;0;3;1;4;0
8324;8;4;15;1;5;1;3;1;6;2
36065;10;7;7;1;147;0;3;1;1;0
3410;2;20;58;2;110;1;1;2;4;0
46710;23;13;14;2;104;1;1;2;3;0
22341;25;23;19;1;285;1;3;0;2;1
113;0;2;2;1;180;0;3;1;5;1
6777;6;15;42;1;178;1;3;2;1;0
2771;2;7;32;1;274;1;3;0;4;2
11784;12;8;9;0;295;0;2;1;3;0
10370;10;9;45;1;272;0;3;2;0;1
30293;3;21;13;2;242;0;1;1;1;1
7651;7;12;20;1;215;1;3;1;5;0
40122;14;20;47;1;229;0;3;2;0;0
46933;23;22;45;1;370;0;3;2;3;0
3511;2;23;27;0;69;0;2;1;4;0
17784;20;2;52;2;181;0;1;1;1;0
3119;2;15;34;0;206;0;2;0;4;3
24242;28;13;4;0;196;0;2;1;5;2
29468;3;3;21;1;199;1;3;1;1;0
8237;8;2;1;0;251;0;2;1;6;2
11964;12;15;6;1;120;0;3;1;3;0
40066;14;19;4;2;189;0;1;1;0;0
10697;10;20;1;1;34;1;3;1;0;2
2320;1;22;33;1;151;0;3;1;6;0
39033;13;11;44;2;268;0;1;1;4;1
39708;14;9;3;1;280;0;3;2;0;3
12782;13;17;41;0;75;1;2;1;1;2
3122;2;15;36;2;206;0;1;0;4;6
34499;8;3;28;1;384;1;3;2;2;1
27692;1;7;20;1;81;0;3;2;2;0
31488;5;0;15;1;108;0;3;1;6;0
12434;13;7;58;0;334;0;2;2;1;1
37336;11;14;58;0;321;0;2;1;5;1
46088;22;14;34;2;106;0;1;1;2;0
40871;15;20;26;0;177;0;2;0;2;1
38113;12;9;57;1;227;1;3;1;6;0
29667;3;7;33;1;295;0;3;2;1;1
28638;2;6;6;1;278;0;3;1;3;3
895;0;17;4;2;231;0;1;1;5;1
45523;21;18;59;1;164;0;3;0;0;1
47161;24;5;21;1;139;0;3;2;1;2
45586;21;21;9;1;265;0;3;1;0;1
10090;10;2;32;0;215;0;2;1;0;0
1830;1;12;22;0;113;1;2;1;6;0
29117;2;18;22;1;189;0;3;1;3;0
19408;22;0;39;1;271;0;3;1;6;0
7241;7;2;38;1;221;0;3;0;5;0
36714;10;22;50;1;475;0;3;1;1;2
4728;4;4;48;1;283;0;3;1;2;0
35542;9;14;35;1;296;0;3;1;3;0
11856;12;11;11;2;298;1;1;2;3;0
46032;22;12;51;1;185;0;3;1;2;0
50267;27;21;57;1;230;0;3;1;4;3
30476;4;1;43;0;294;0;2;1;5;3
48524;25;19;14;0;249;1;2;1;5;0
18719;21;5;17;0;221;0;2;0;5;0
47892;25;2;9;1;154;1;3;1;5;1
13962;14;23;54;0;126;0;2;1;5;1
34534;8;4;23;2;247;0;1;1;2;2
25990;30;15;52;0;270;0;2;2;4;0
41176;16;8;39;2;183;1;1;1;3;1
17243;19;6;30;1;122;0;3;1;3;1
3921;3;8;58;1;193;0;3;1;0;1
31372;4;21;20;1;368;0;3;1;5;0
23378;27;12;26;0;37;0;2;1;1;1
38009;12;7;19;1;261;0;3;1;6;0
13166;14;3;20;1;81;1;3;1;5;0
49595;27;2;20;1;114;1;3;2;4;0
36886;11;3;14;2;166;0;1;2;5;0
39266;13;19;4;0;262;0;2;1;4;1
42537;18;2;11;1;212;0;3;1;5;1
28089;1;16;48;1;311;0;3;1;2;0
1351;1;2;28;3;108;0;0;2;6;1
21713;25;0;2;1;32;0;3;1;2;0
39400;13;23;5;1;301;0;3;1;4;1
104;0;1;54;2;361;0;1;2;5;0
40987;16;0;54;2;177;0;1;1;3;0
33762;7;6;47;0;272;0;2;1;0;1
30583;4;3;42;2;199;1;1;1;5;2
4825;4;7;18;1;82;0;3;2;2;3
46464;23;2;36;0;115;0;2;0;3;0
14830;16;0;28;3;222;1;0;2;4;0
10730;10;20;45;1;380;0;3;1;0;0
36123;10;8;27;3;82;1;0;0;1;4
4972;4;11;4;0;104;0;2;1;2;0
30817;4;9;5;1;228;0;3;1;5;1
18612;21;2;5;1;109;0;3;1;5;0
24953;29;8;32;2;297;0;1;1;6;2
42294;17;19;6;1;142;0;3;2;1;0
27108;0;18;17;0;448;1;2;0;0;1
43322;19;1;7;1;345;0;3;0;6;2
26354;0;1;55;1;110;1;3;1;0;0
1459;1;4;33;2;258;0;1;1;6;0
18962;21;11;42;1;152;0;3;1;5;0
46713;23;13;20;1;135;0;3;1;3;0
5083;4;14;8;0;209;0;2;1;2;6
15315;16;14;42;0;204;1;2;2;4;1
41500;16;20;14;0;329;0;2;1;3;0
8575;8;10;52;1;274;0;3;1;6;1
34323;7;22;10;1;297;1;3;2;0;0
38568;12;22;26;0;271;0;2;1;6;0
18363;20;19;17;1;406;0;3;1;1;0
1494;1;5;29;3;247;0;0;1;6;0
47562;24;16;56;0;171;0;2;1;1;0
31069;4;14;40;2;244;0;1;0;5;0
39627;14;6;20;2;2;0;1;1;0;0
14796;15;23;44;1;28;0;3;2;6;0
4929;4;10;0;1;226;0;3;2;2;3
16819;18;15;38;2;111;0;1;1;2;2
35239;9;3;5;1;125;0;3;0;3;0
47290;24;9;2;2;147;0;1;1;1;1
43522;19;7;0;0;303;1;2;0;6;1
39880;14;14;12;1;171;0;3;2;0;1
16595;18;8;0;0;110;0;2;2;2;0
38571;12;22;29;2;229;0;1;2;6;2
5330;4;21;38;0;321;1;2;1;2;0
17099;19;0;46;3;135;1;0;1;3;1
12068;12;19;51;1;89;0;3;0;3;0
39398;13;23;2;1;96;0;3;2;4;1
16846;18;16;41;1;174;0;3;2;2;0
20628;23;12;29;1;276;0;3;0;4;0
22237;25;19;29;0;180;0;2;1;2;0
30758;4;7;38;2;191;0;1;2;5;2
5427;5;0;11;1;302;0;3;1;3;0
45832;22;5;54;1;262;1;3;1;2;1
34223;7;19;20;3;341;0;0;2;0;3
34912;8;16;24;1;284;0;3;2;2;0
2318;1;22;32;0;173;0;2;1;6;1
45604;21;21;51;0;175;0;2;2;0;0
4984;4;11;29;0;112;1;2;2;2;1
44031;19;21;25;2;108;0;1;1;6;1
996;0;18;43;1;178;1;3;1;5;1
29185;2;20;6;0;165;0;2;0;3;2
46581;23;7;59;1;248;0;3;2;3;1
27587;1;5;4;1;176;0;3;2;2;0
6037;5;20;7;2;178;0;1;1;3;0
15252;16;12;34;2;80;0;1;2;4;2
4502;3;22;48;0;167;0;2;0;0;1
16255;17;20;33;2;276;0;1;1;0;0
43384;19;2;49;1;49;0;3;0;6;1
44685;20;15;33;2;135;0;1;1;4;0
22062;25;12;54;2;305;1;1;1;2;3
35677;9;19;32;0;328;0;2;1;3;2
30840;4;9;30;1;96;0;3;1;5;1
17484;19;15;16;3;311;0;0;2;3;0
18396;20;19;58;1;0;0;3;0;1;0
45071;21;4;16;2;369;0;1;0;0;0
26929;0;14;25;0;235;1;2;1;0;0
3362;2;20;12;2;186;1;1;1;4;2
35600;9;16;47;1;243;0;3;1;3;0
31643;5;3;40;3;146;0;0;1;6;0
38322;12;15;19;1;113;0;3;1;6;3
34435;8;1;19;0;209;0;2;2;2;4
47625;24;18;59;2;146;0;1;1;1;1
40678;15;14;36;0;156;0;2;1;2;1
21216;24;6;51;1;291;1;3;1;0;0
9418;9;9;28;1;248;1;3;1;4;1
38093;12;9;34;1;320;0;3;2;6;0
36960;11;4;58;0;218;1;2;1;5;1
16686;18;11;6;1;276;0;3;2;2;1
21474;24;15;35;3;153;0;0;0;0;0
44356;20;5;45;0;198;0;2;1;4;1
23176;27;6;34;1;124;0;3;2;1;0
37517;11;19;20;3;262;1;0;1;5;0
12071;12;19;57;1;210;0;3;2;3;0
17547;19;18;17;2;156;0;1;1;3;1
46701;23;12;56;0;330;1;2;1;3;1
32302;5;19;26;0;149;0;2;1;6;5
21298;24;9;19;2;203;0;1;1;0;0
13630;14;14;57;1;193;1;3;1;5;1
9858;9;20;56;1;345;0;3;0;4;0
7387;7;5;56;0;315;0;2;1;5;5
32119;5;14;56;0;189;0;2;0;6;0
20688;23;14;13;0;155;0;2;1;4;0
35976;10;4;44;1;265;0;3;2;1;0
31277;4;19;7;0;156;0;2;1;5;0
49355;26;19;12;0;203;0;2;1;6;0
26302;0;0;47;2;129;1;1;2;0;0
40089;14;19;48;2;255;0;1;1;0;0
3701;3;4;1;2;135;0;1;2;0;0
46798;23;16;49;1;29;0;3;2;3;0
8215;8;1;19;1;156;1;3;2;6;1
20412;23;5;53;0;265;0;2;0;4;2
45945;22;10;2;1;195;0;3;1;2;0
31696;5;4;57;1;35;1;3;0;6;0
27325;0;23;6;2;319;0;1;2;0;3
46174;22;17;20;0;88;0;2;1;2;0
15527;16;21;27;0;26;0;2;1;4;3
37524;11;19;26;1;176;0;3;2;5;0
10031;10;0;53;2;143;0;1;0;0;2
21579;24;19;41;0;193;0;2;1;0;0
6636;6;12;6;1;206;0;3;1;1;0
28590;2;4;56;1;229;0;3;0;3;2
12135;12;22;42;2;109;0;1;0;3;0
36705;10;22;34;1;157;0;3;1;1;3
30088;3;16;29;1;209;1;3;1;1;0
47348;24;10;25;1;51;1;3;2;1;1
5309;4;21;0;1;135;0;3;1;2;0
1103;0;21;2;1;112;0;3;0;5;3
21350;24;11;0;1;41;0;3;1;0;1
8555;8;10;26;1;276;0;3;0;6;0
16798;18;15;6;1;363;0;3;2;2;0
9898;9;21;56;0;93;0;2;1;4;1
783;0;14;56;2;34;0;1;0;5;4
16343;17;23;38;2;127;0;1;2;0;1
45879;22;7;32;1;239;0;3;2;2;0
2521;2;2;19;1;186;1;3;1;4;2
34662;8;8;32;1;312;0;3;2;2;1
48981;26;8;8;1;129;0;3;1;6;0
36746;10;23;28;1;180;0;3;0;1;1
18844;21;7;57;2;428;0;1;0;5;0
49697;27;5;13;0;201;0;2;2;4;0
9778;9;18;59;1;353;0;3;1;4;1
2932;2;10;39;1;182;0;3;2;4;1
7620;7;11;13;2;252;0;1;2;5;0
36184;10;9;54;0;154;0;2;1;1;0
43850;19;16;10;2;250;1;1;1;6;0
14942;16;3;29;0;210;0;2;1;4;0
18042;20;10;4;1;78;0;3;0;1;2
10432;10;12;10;1;266;0;3;1;0;0
6462;6;7;28;0;230;0;2;1;1;0
1255;0;23;59;0;264;0;2;1;5;2
25751;30;8;10;0;194;0;2;1;4;1
43493;19;6;10;1;321;0;3;1;6;1
40878;15;20;43;3;228;0;0;1;2;1
2280;1;21;33;1;2;0;3;1;6;0
13754;14;18;18;1;129;0;3;1;5;0
50121;27;17;35;1;298;1;3;1;4;0
39906;14;15;1;2;175;0;1;2;0;2
34532;8;4;22;0;247;0;2;1;2;0
25863;30;11;43;1;210;0;3;2;4;0
35793;9;23;50;2;209;0;1;2;3;0
28508;2;2;52;1;201;0;3;1;3;0
31356;4;20;52;0;359;0;2;1;5;0
44470;20;9;28;1;120;1;3;2;4;0
28376;1;23;1;1;355;0;3;1;2;2
27505;1;3;3;1;199;0;3;2;2;1
11684;12;4;42;2;357;0;1;1;3;0
32337;5;20;8;2;147;0;1;1;6;0
11045;11;5;55;1;186;0;3;1;2;5
31148;4;16;26;1;206;0;3;1;5;0
43559;19;8;4;1;26;0;3;2;6;0
26584;0;7;6;1;317;0;3;1;0;1
11598;12;1;29;0;322;1;2;1;3;1
9345;9;7;39;0;204;0;2;0;4;1
30125;3;17;25;1;254;1;3;1;1;3
36309;10;12;35;0;317;0;2;1;1;0
27362;0;23;45;2;259;0;1;1;0;6
46401;23;0;26;1;194;1;3;2;3;2
17228;19;5;55;1;151;0;3;2;3;0
45751;22;3;16;2;288;0;1;1;2;2
26492;0;4;53;3;168;0;0;1;0;3
27637;1;6;2;1;346;0;3;1;2;0
49257;26;16;16;1;179;0;3;1;6;0
17647;19;23;9;1;246;1;3;1;3;0
28066;1;16;16;1;120;1;3;0;2;1
43845;19;16;0;0;156;0;2;1;6;0
49229;26;15;28;0;179;1;2;0;6;0
8622;8;12;0;0;255;1;2;1;6;2
1330;1;1;57;3;136;0;0;0;6;0
32700;6;4;44;1;309;0;3;1;4;2
9512;9;12;4;1;273;1;3;1;4;0
37237;11;12;25;1;70;0;3;1;5;3
42490;18;0;44;0;177;0;2;1;5;0
7545;7;9;40;1;212;1;3;2;5;0
20630;23;12;31;2;276;0;1;0;4;1
41809;17;5;32;1;193;0;3;1;1;1
751;0;14;16;3;194;0;0;1;5;0
43271;18;23;35;2;127;0;1;1;5;2
25853;30;11;24;1;158;1;3;1;4;0
34279;7;20;43;1;112;0;3;1;0;1
46745;23;15;0;1;198;0;3;2;3;0
15931;17;11;18;2;298;0;1;0;0;1
35028;8;19;48;2;111;0;1;2;2;2
15568;16;22;46;1;331;0;3;1;4;0
46348;22;22;46;1;395;0;3;0;2;1
23217;27;7;57;1;145;1;3;2;1;0
44920;20;23;27;1;320;0;3;1;4;0
13106;14;1;45;2;112;0;1;2;5;0
14918;16;3;0;0;107;1;2;1;4;4
37740;12;0;52;1;171;0;3;1;6;1
11775;12;7;42;1;235;1;3;1;3;0
5575;5;5;14;1;288;0;3;0;3;1
36459;10;16;22;3;106;0;0;1;1;0
16136;17;17;9;1;367;0;3;2;0;0
35008;8;19;15;2;101;0;1;1;2;0
44647;20;14;36;1;208;0;3;0;4;1
7931;7;18;21;1;265;1;3;1;5;2
7476;7;8;16;1;180;0;3;1;5;1
45529;21;19;14;1;80;0;3;0;0;2
20366;23;4;14;0;121;1;2;0;4;0
45698;22;1;44;1;70;1;3;1;2;0
10501;10;14;17;1;67;0;3;1;0;0
12600;13;12;29;1;146;0;3;1;1;0
27565;1;4;25;1;211;0;3;0;2;5
13021;13;23;46;1;137;0;3;1;1;0
43908;19;17;57;1;315;0;3;1;6;0
27786;1;10;12;0;90;0;2;0;2;1
44046;19;21;42;1;121;0;3;1;6;0
21444;24;14;30;0;263;1;2;2;0;1
13208;14;4;20;1;165;0;3;1;5;1
1660;1;8;38;0;262;1;2;1;6;0
30033;3;15;22;2;141;0;1;2;1;0
8119;7;23;7;2;295;0;1;1;5;0
19021;21;13;47;2;173;1;1;2;5;3
29053;2;16;54;1;179;0;3;1;3;0
3848;3;7;21;2;337;0;1;2;0;1
22904;26;21;52;1;284;0;3;0;3;0
39719;14;9;27;1;275;0;3;1;0;1
8985;8;21;47;2;129;0;1;0;6;3
4945;4;10;20;1;133;0;3;1;2;2
4266;3;17;20;1;49;0;3;1;0;4
29977;3;14;12;1;72;0;3;2;1;0
31582;5;2;16;1;307;1;3;0;6;1
13834;14;20;33;1;202;0;3;2;5;0
16936;18;19;23;2;245;0;1;1;2;1
6127;5;23;3;1;107;0;3;2;3;2
7864;7;16;45;1;351;0;3;1;5;1
16367;18;0;36;0;205;1;2;1;2;0
3687;3;3;39;0;298;0;2;2;0;4
36489;10;17;10;2;474;0;1;0;1;1
25024;29;10;46;1;120;0;3;1;6;0
34105;7;16;45;0;93;1;2;2;0;0
35855;10;1;12;2;42;0;1;1;1;0
24877;29;6;8;1;211;0;3;1;6;1
38373;12;16;40;1;12;0;3;0;6;1
36341;10;13;20;2;288;1;1;1;1;0
25952;30;14;35;1;103;1;3;1;4;0
10260;10;6;54;2;178;0;1;1;0;2
13492;14;10;59;1;237;0;3;1;5;4
3047;2;13;44;0;96;0;2;1;4;3
25884;30;12;32;1;174;1;3;1;4;0
27647;1;6;16;1;81;0;3;0;2;2
21450;24;14;48;1;221;0;3;1;0;0
39732;14;9;45;1;388;0;3;1;0;0
12607;13;12;44;0;261;0;2;1;1;0
30292;3;21;12;2;242;0;1;1;1;0
39011;13;11;5;3;32;1;0;1;4;2
5016;4;12;30;0;247;0;2;1;2;4
2371;1;23;23;1;69;0;3;1;6;2
30546;4;2;56;0;149;0;2;1;5;1
16221;17;19;40;1;222;1;3;1;0;0
35535;9;14;24;1;162;1;3;1;3;3
14117;15;4;53;0;295;0;2;1;6;0
49018;26;9;20;1;185;0;3;0;6;1
9708;9;17;21;0;68;0;2;1;4;1
